"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
231,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",231,"Latacunga",NA,"","Parroquia","Parish","",""
232,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",232,"Mulalo",NA,"","Parroquia","Parish","",""
233,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",233,"Poalo",NA,"","Parroquia","Parish","",""
234,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",234,"San Juan de Pastocalle",NA,"","Parroquia","Parish","",""
235,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",235,"Tanicuchi",NA,"","Parroquia","Parish","",""
236,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",236,"Toacaso",NA,"","Parroquia","Parish","",""
237,68,"ECU","Ecuador",6,"Cotopaxi",45,"Pangua",237,"El Corazon",NA,"","Parroquia","Parish","",""
238,68,"ECU","Ecuador",6,"Cotopaxi",45,"Pangua",238,"Moraspungo",NA,"","Parroquia","Parish","",""
239,68,"ECU","Ecuador",6,"Cotopaxi",45,"Pangua",239,"Pinllopata",NA,"","Parroquia","Parish","",""
240,68,"ECU","Ecuador",6,"Cotopaxi",45,"Pangua",240,"Ramon Campaña",NA,"","Parroquia","Parish","",""
241,68,"ECU","Ecuador",6,"Cotopaxi",46,"Pujilí",241,"Angamarca",NA,"","Parroquia","Parish","",""
242,68,"ECU","Ecuador",6,"Cotopaxi",46,"Pujilí",242,"Guangaje",NA,"","Parroquia","Parish","",""
243,68,"ECU","Ecuador",6,"Cotopaxi",46,"Pujilí",243,"La Victoria",NA,"","Parroquia","Parish","",""
244,68,"ECU","Ecuador",6,"Cotopaxi",46,"Pujilí",244,"Pilalo",NA,"","Parroquia","Parish","",""
245,68,"ECU","Ecuador",6,"Cotopaxi",46,"Pujilí",245,"Pujili",NA,"","Parroquia","Parish","",""
246,68,"ECU","Ecuador",6,"Cotopaxi",46,"Pujilí",246,"Tingo",NA,"","Parroquia","Parish","",""
247,68,"ECU","Ecuador",6,"Cotopaxi",46,"Pujilí",247,"Zumbahua",NA,"","Parroquia","Parish","",""
248,68,"ECU","Ecuador",6,"Cotopaxi",47,"Salcedo",248,"Antonio Jose Holguin",NA,"","Parroquia","Parish","",""
249,68,"ECU","Ecuador",6,"Cotopaxi",47,"Salcedo",249,"Cusubamba",NA,"","Parroquia","Parish","",""
250,68,"ECU","Ecuador",6,"Cotopaxi",47,"Salcedo",250,"Mulalillo",NA,"","Parroquia","Parish","",""
251,68,"ECU","Ecuador",6,"Cotopaxi",47,"Salcedo",251,"Mulliquindil",NA,"","Parroquia","Parish","",""
252,68,"ECU","Ecuador",6,"Cotopaxi",47,"Salcedo",252,"Pansaleo",NA,"","Parroquia","Parish","",""
253,68,"ECU","Ecuador",6,"Cotopaxi",47,"Salcedo",253,"San Miguel",NA,"","Parroquia","Parish","",""
254,68,"ECU","Ecuador",6,"Cotopaxi",48,"Saquisilí",254,"Canchagua",NA,"","Parroquia","Parish","",""
255,68,"ECU","Ecuador",6,"Cotopaxi",48,"Saquisilí",255,"Chantilin",NA,"","Parroquia","Parish","",""
256,68,"ECU","Ecuador",6,"Cotopaxi",48,"Saquisilí",256,"Cochapamba",NA,"","Parroquia","Parish","",""
257,68,"ECU","Ecuador",6,"Cotopaxi",48,"Saquisilí",257,"Saquisili",NA,"","Parroquia","Parish","",""
258,68,"ECU","Ecuador",6,"Cotopaxi",49,"Sigchos",258,"Chugchillan",NA,"","Parroquia","Parish","",""
259,68,"ECU","Ecuador",6,"Cotopaxi",49,"Sigchos",259,"Isinlivi",NA,"","Parroquia","Parish","",""
260,68,"ECU","Ecuador",6,"Cotopaxi",49,"Sigchos",260,"Las Pampas",NA,"","Parroquia","Parish","",""
261,68,"ECU","Ecuador",6,"Cotopaxi",49,"Sigchos",261,"Palo Quemado",NA,"","Parroquia","Parish","",""
262,68,"ECU","Ecuador",6,"Cotopaxi",49,"Sigchos",262,"Sigchos",NA,"","Parroquia","Parish","",""
263,68,"ECU","Ecuador",7,"El Oro",50,"Arenillas",263,"Arenillas",NA,"","Parroquia","Parish","",""
264,68,"ECU","Ecuador",7,"El Oro",50,"Arenillas",264,"Carcabon",NA,"","Parroquia","Parish","",""
265,68,"ECU","Ecuador",7,"El Oro",50,"Arenillas",265,"Chacras",NA,"","Parroquia","Parish","",""
266,68,"ECU","Ecuador",7,"El Oro",50,"Arenillas",266,"Palmales",NA,"","Parroquia","Parish","",""
267,68,"ECU","Ecuador",7,"El Oro",51,"Atahualpa",267,"Ayapamba",NA,"","Parroquia","Parish","",""
268,68,"ECU","Ecuador",7,"El Oro",51,"Atahualpa",268,"Cordoncillo",NA,"","Parroquia","Parish","",""
269,68,"ECU","Ecuador",7,"El Oro",51,"Atahualpa",269,"Milagro",NA,"","Parroquia","Parish","",""
270,68,"ECU","Ecuador",7,"El Oro",51,"Atahualpa",270,"Paccha",NA,"","Parroquia","Parish","",""
271,68,"ECU","Ecuador",7,"El Oro",51,"Atahualpa",271,"San Jose",NA,"","Parroquia","Parish","",""
272,68,"ECU","Ecuador",7,"El Oro",51,"Atahualpa",272,"San Juan de Cerro Azul",NA,"","Parroquia","Parish","",""
273,68,"ECU","Ecuador",7,"El Oro",52,"Balsas",273,"Balsas",NA,"","Parroquia","Parish","",""
274,68,"ECU","Ecuador",7,"El Oro",52,"Balsas",274,"Bellamaria",NA,"","Parroquia","Parish","",""
275,68,"ECU","Ecuador",7,"El Oro",53,"Chilla",275,"Chilla",NA,"","Parroquia","Parish","",""
276,68,"ECU","Ecuador",7,"El Oro",54,"El Guabo",276,"Barbones",NA,"","Parroquia","Parish","",""
277,68,"ECU","Ecuador",7,"El Oro",54,"El Guabo",277,"El Guabo",NA,"","Parroquia","Parish","",""
278,68,"ECU","Ecuador",7,"El Oro",54,"El Guabo",278,"La Iberia",NA,"","Parroquia","Parish","",""
279,68,"ECU","Ecuador",7,"El Oro",54,"El Guabo",279,"Tendales",NA,"","Parroquia","Parish","",""
280,68,"ECU","Ecuador",7,"El Oro",55,"Huaquillas",280,"Huaquillas",NA,"","Parroquia","Parish","",""
281,68,"ECU","Ecuador",7,"El Oro",56,"Las Lajas",281,"El Paraiso",NA,"","Parroquia","Parish","",""
282,68,"ECU","Ecuador",7,"El Oro",56,"Las Lajas",282,"La Libertad",NA,"","Parroquia","Parish","",""
283,68,"ECU","Ecuador",7,"El Oro",56,"Las Lajas",283,"La Victoria",NA,"","Parroquia","Parish","",""
284,68,"ECU","Ecuador",7,"El Oro",56,"Las Lajas",284,"San Isidro",NA,"","Parroquia","Parish","",""
285,68,"ECU","Ecuador",7,"El Oro",57,"Machala",285,"El Cambio",NA,"","Parroquia","Parish","",""
286,68,"ECU","Ecuador",7,"El Oro",57,"Machala",286,"El Retiro",NA,"","Parroquia","Parish","",""
287,68,"ECU","Ecuador",7,"El Oro",57,"Machala",287,"Machala",NA,"","Parroquia","Parish","",""
288,68,"ECU","Ecuador",7,"El Oro",58,"Marcabelí",288,"El Ingenio",NA,"","Parroquia","Parish","",""
289,68,"ECU","Ecuador",7,"El Oro",58,"Marcabelí",289,"Marcabeli",NA,"","Parroquia","Parish","",""
290,68,"ECU","Ecuador",7,"El Oro",59,"Pasaje",290,"Buenavista",NA,"","Parroquia","Parish","",""
291,68,"ECU","Ecuador",7,"El Oro",59,"Pasaje",291,"Cañaquemada",NA,"","Parroquia","Parish","",""
292,68,"ECU","Ecuador",7,"El Oro",59,"Pasaje",292,"Casacay",NA,"","Parroquia","Parish","",""
293,68,"ECU","Ecuador",7,"El Oro",59,"Pasaje",293,"La Peaña",NA,"","Parroquia","Parish","",""
294,68,"ECU","Ecuador",7,"El Oro",59,"Pasaje",294,"Pasaje",NA,"","Parroquia","Parish","",""
295,68,"ECU","Ecuador",7,"El Oro",59,"Pasaje",295,"Progreso",NA,"","Parroquia","Parish","",""
296,68,"ECU","Ecuador",7,"El Oro",59,"Pasaje",296,"Uzhcurrumi",NA,"","Parroquia","Parish","",""
297,68,"ECU","Ecuador",7,"El Oro",60,"Piñas",297,"Capiro",NA,"","Parroquia","Parish","",""
298,68,"ECU","Ecuador",7,"El Oro",60,"Piñas",298,"La Bocana",NA,"","Parroquia","Parish","",""
299,68,"ECU","Ecuador",7,"El Oro",60,"Piñas",299,"Moromoro",NA,"","Parroquia","Parish","",""
300,68,"ECU","Ecuador",7,"El Oro",60,"Piñas",300,"Piñas",NA,"","Parroquia","Parish","",""
301,68,"ECU","Ecuador",7,"El Oro",60,"Piñas",301,"Piedras",NA,"","Parroquia","Parish","",""
302,68,"ECU","Ecuador",7,"El Oro",60,"Piñas",302,"San Roque",NA,"","Parroquia","Parish","",""
303,68,"ECU","Ecuador",7,"El Oro",60,"Piñas",303,"Saracay",NA,"","Parroquia","Parish","",""
304,68,"ECU","Ecuador",7,"El Oro",61,"Portovelo",304,"Curtincapa",NA,"","Parroquia","Parish","",""
305,68,"ECU","Ecuador",7,"El Oro",61,"Portovelo",305,"Morales",NA,"","Parroquia","Parish","",""
306,68,"ECU","Ecuador",7,"El Oro",61,"Portovelo",306,"Portovelo",NA,"","Parroquia","Parish","",""
307,68,"ECU","Ecuador",7,"El Oro",61,"Portovelo",307,"Salati",NA,"","Parroquia","Parish","",""
308,68,"ECU","Ecuador",7,"El Oro",62,"Santa Rosa",308,"Bellamaria",NA,"","Parroquia","Parish","",""
309,68,"ECU","Ecuador",7,"El Oro",62,"Santa Rosa",309,"Bellavista",NA,"","Parroquia","Parish","",""
310,68,"ECU","Ecuador",7,"El Oro",62,"Santa Rosa",310,"Jambeli",NA,"","Parroquia","Parish","",""
311,68,"ECU","Ecuador",7,"El Oro",62,"Santa Rosa",311,"La Avanzada",NA,"","Parroquia","Parish","",""
312,68,"ECU","Ecuador",7,"El Oro",62,"Santa Rosa",312,"La Victoria",NA,"","Parroquia","Parish","",""
313,68,"ECU","Ecuador",7,"El Oro",62,"Santa Rosa",313,"San Antonio",NA,"","Parroquia","Parish","",""
314,68,"ECU","Ecuador",7,"El Oro",62,"Santa Rosa",314,"Santa Rosa",NA,"","Parroquia","Parish","",""
315,68,"ECU","Ecuador",7,"El Oro",62,"Santa Rosa",315,"Torata",NA,"","Parroquia","Parish","",""
316,68,"ECU","Ecuador",7,"El Oro",63,"Zaruma",316,"Abañin",NA,"","Parroquia","Parish","",""
317,68,"ECU","Ecuador",7,"El Oro",63,"Zaruma",317,"Arcapamba",NA,"","Parroquia","Parish","",""
318,68,"ECU","Ecuador",7,"El Oro",63,"Zaruma",318,"Guanazan",NA,"","Parroquia","Parish","",""
319,68,"ECU","Ecuador",7,"El Oro",63,"Zaruma",319,"Guizhaguiña",NA,"","Parroquia","Parish","",""
320,68,"ECU","Ecuador",7,"El Oro",63,"Zaruma",320,"Huertas",NA,"","Parroquia","Parish","",""
321,68,"ECU","Ecuador",7,"El Oro",63,"Zaruma",321,"Malvas",NA,"","Parroquia","Parish","",""
322,68,"ECU","Ecuador",7,"El Oro",63,"Zaruma",322,"Muluncay Grande",NA,"","Parroquia","Parish","",""
323,68,"ECU","Ecuador",7,"El Oro",63,"Zaruma",323,"Salvias",NA,"","Parroquia","Parish","",""
324,68,"ECU","Ecuador",7,"El Oro",63,"Zaruma",324,"Sinsao",NA,"","Parroquia","Parish","",""
325,68,"ECU","Ecuador",7,"El Oro",63,"Zaruma",325,"Zaruma",NA,"","Parroquia","Parish","",""
326,68,"ECU","Ecuador",8,"Esmeraldas",64,"Atacames",326,"Atacames",NA,"","Parroquia","Parish","",""
327,68,"ECU","Ecuador",8,"Esmeraldas",64,"Atacames",327,"La Union",NA,"","Parroquia","Parish","",""
328,68,"ECU","Ecuador",8,"Esmeraldas",64,"Atacames",328,"Sua",NA,"","Parroquia","Parish","",""
329,68,"ECU","Ecuador",8,"Esmeraldas",64,"Atacames",329,"Tonchigue",NA,"","Parroquia","Parish","",""
330,68,"ECU","Ecuador",8,"Esmeraldas",64,"Atacames",330,"Tonsupa",NA,"","Parroquia","Parish","",""
331,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",331,"Anchayacu",NA,"","Parroquia","Parish","",""
332,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",332,"Atahualpa",NA,"","Parroquia","Parish","",""
333,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",333,"Borbon",NA,"","Parroquia","Parish","",""
334,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",334,"Colon Eloy del Maria",NA,"","Parroquia","Parish","",""
335,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",335,"La Tola",NA,"","Parroquia","Parish","",""
336,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",336,"Luis Vargas Torres",NA,"","Parroquia","Parish","",""
337,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",337,"Maldonado",NA,"","Parroquia","Parish","",""
338,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",338,"San Francisco de Onzole",NA,"","Parroquia","Parish","",""
339,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",339,"San Jose de Cayapas",NA,"","Parroquia","Parish","",""
340,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",340,"Santo Domingo de Onzole",NA,"","Parroquia","Parish","",""
341,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",341,"Selva Alegre",NA,"","Parroquia","Parish","",""
342,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",342,"Telembi",NA,"","Parroquia","Parish","",""
343,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",343,"Timbire",NA,"","Parroquia","Parish","",""
344,68,"ECU","Ecuador",8,"Esmeraldas",65,"Eloy Alfaro",344,"Valdez",NA,"","Parroquia","Parish","",""
345,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",345,"Camarones",NA,"","Parroquia","Parish","",""
346,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",346,"Chinca",NA,"","Parroquia","Parish","",""
347,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",347,"Chontaduro",NA,"","Parroquia","Parish","",""
348,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",348,"Chumunde",NA,"","Parroquia","Parish","",""
349,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",349,"Crnel. Carlos Concha Torres",NA,"","Parroquia","Parish","",""
350,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",350,"Esmeraldas",NA,"","Parroquia","Parish","",""
351,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",351,"Lagarto",NA,"","Parroquia","Parish","",""
352,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",352,"Majua",NA,"","Parroquia","Parish","",""
353,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",353,"Montalvo",NA,"","Parroquia","Parish","",""
354,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",354,"Rio Verde",NA,"","Parroquia","Parish","",""
355,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",355,"Rocafuerte",NA,"","Parroquia","Parish","",""
356,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",356,"San Mateo",NA,"","Parroquia","Parish","",""
357,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",357,"Tabiazo",NA,"","Parroquia","Parish","",""
358,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",358,"Tachina",NA,"","Parroquia","Parish","",""
359,68,"ECU","Ecuador",8,"Esmeraldas",66,"Esmeraldas",359,"Vuelta Larga",NA,"","Parroquia","Parish","",""
360,68,"ECU","Ecuador",8,"Esmeraldas",67,"Muisne",360,"Bolivar",NA,"","Parroquia","Parish","",""
361,68,"ECU","Ecuador",8,"Esmeraldas",67,"Muisne",361,"Daule",NA,"","Parroquia","Parish","",""
362,68,"ECU","Ecuador",8,"Esmeraldas",67,"Muisne",362,"Galera",NA,"","Parroquia","Parish","",""
363,68,"ECU","Ecuador",8,"Esmeraldas",67,"Muisne",363,"Muisne",NA,"","Parroquia","Parish","",""
364,68,"ECU","Ecuador",8,"Esmeraldas",67,"Muisne",364,"Quingue",NA,"","Parroquia","Parish","",""
365,68,"ECU","Ecuador",8,"Esmeraldas",67,"Muisne",365,"San Francisco",NA,"","Parroquia","Parish","",""
366,68,"ECU","Ecuador",8,"Esmeraldas",67,"Muisne",366,"San Gregorio",NA,"","Parroquia","Parish","",""
367,68,"ECU","Ecuador",8,"Esmeraldas",67,"Muisne",367,"San Jose de Chamanga",NA,"","Parroquia","Parish","",""
368,68,"ECU","Ecuador",8,"Esmeraldas",68,"Quinindé",368,"Chura",NA,"","Parroquia","Parish","",""
369,68,"ECU","Ecuador",8,"Esmeraldas",68,"Quinindé",369,"Cube",NA,"","Parroquia","Parish","",""
370,68,"ECU","Ecuador",8,"Esmeraldas",68,"Quinindé",370,"La Union",NA,"","Parroquia","Parish","",""
371,68,"ECU","Ecuador",8,"Esmeraldas",68,"Quinindé",371,"Malimpia",NA,"","Parroquia","Parish","",""
372,68,"ECU","Ecuador",8,"Esmeraldas",68,"Quinindé",372,"Rosa Zarate",NA,"","Parroquia","Parish","",""
373,68,"ECU","Ecuador",8,"Esmeraldas",68,"Quinindé",373,"Viche",NA,"","Parroquia","Parish","",""
374,68,"ECU","Ecuador",8,"Esmeraldas",69,"San Lorenzo",374,"5 de Junio",NA,"","Parroquia","Parish","",""
375,68,"ECU","Ecuador",8,"Esmeraldas",69,"San Lorenzo",375,"Alto Tambo",NA,"","Parroquia","Parish","",""
376,68,"ECU","Ecuador",8,"Esmeraldas",69,"San Lorenzo",376,"Ancon",NA,"","Parroquia","Parish","",""
377,68,"ECU","Ecuador",8,"Esmeraldas",69,"San Lorenzo",377,"Calderon",NA,"","Parroquia","Parish","",""
378,68,"ECU","Ecuador",8,"Esmeraldas",69,"San Lorenzo",378,"Carondelet",NA,"","Parroquia","Parish","",""
379,68,"ECU","Ecuador",8,"Esmeraldas",69,"San Lorenzo",379,"Concepcion",NA,"","Parroquia","Parish","",""
380,68,"ECU","Ecuador",8,"Esmeraldas",69,"San Lorenzo",380,"Mataje",NA,"","Parroquia","Parish","",""
381,68,"ECU","Ecuador",8,"Esmeraldas",69,"San Lorenzo",381,"San Javier de Cachavi",NA,"","Parroquia","Parish","",""
382,68,"ECU","Ecuador",8,"Esmeraldas",69,"San Lorenzo",382,"San Lorenzo",NA,"","Parroquia","Parish","",""
383,68,"ECU","Ecuador",8,"Esmeraldas",69,"San Lorenzo",383,"Santa Rita",NA,"","Parroquia","Parish","",""
384,68,"ECU","Ecuador",8,"Esmeraldas",69,"San Lorenzo",384,"Tambillo",NA,"","Parroquia","Parish","",""
385,68,"ECU","Ecuador",8,"Esmeraldas",69,"San Lorenzo",385,"Tululbi",NA,"","Parroquia","Parish","",""
386,68,"ECU","Ecuador",8,"Esmeraldas",69,"San Lorenzo",386,"Urbina",NA,"","Parroquia","Parish","",""
387,68,"ECU","Ecuador",9,"Galápagos",70,"Isabela",387,"",NA,"","","","",""
388,68,"ECU","Ecuador",9,"Galápagos",71,"San Cristóbal",388,"",NA,"","","","",""
389,68,"ECU","Ecuador",9,"Galápagos",72,"Santa Cruz",389,"",NA,"","","","",""
390,68,"ECU","Ecuador",10,"Guayas",73,"Alfredo Baquerizo Moreno",390,"Alfredo Baquerizo Moreno",NA,"","Parroquia","Parish","",""
391,68,"ECU","Ecuador",10,"Guayas",74,"Balao",391,"Balao",NA,"","Parroquia","Parish","",""
392,68,"ECU","Ecuador",10,"Guayas",75,"Balzar",392,"Balzar",NA,"","Parroquia","Parish","",""
393,68,"ECU","Ecuador",10,"Guayas",76,"Colimes",393,"Colimes",NA,"","Parroquia","Parish","",""
394,68,"ECU","Ecuador",10,"Guayas",77,"Coronel Marcelino Maridueña",394,"Crnel. Marcelino Maridueña",NA,"","Parroquia","Parish","",""
395,68,"ECU","Ecuador",10,"Guayas",77,"Coronel Marcelino Maridueña",395,"El Triunfo",NA,"","Parroquia","Parish","",""
396,68,"ECU","Ecuador",10,"Guayas",78,"Daule",396,"Daule",NA,"","Parroquia","Parish","",""
397,68,"ECU","Ecuador",10,"Guayas",78,"Daule",397,"Juan Bautista Aguirre",NA,"","Parroquia","Parish","",""
398,68,"ECU","Ecuador",10,"Guayas",78,"Daule",398,"Laurel",NA,"","Parroquia","Parish","",""
399,68,"ECU","Ecuador",10,"Guayas",78,"Daule",399,"Limonal",NA,"","Parroquia","Parish","",""
400,68,"ECU","Ecuador",10,"Guayas",78,"Daule",400,"Los Lojas",NA,"","Parroquia","Parish","",""
401,68,"ECU","Ecuador",10,"Guayas",79,"Durán",401,"Eloy Alfaro",NA,"","Parroquia","Parish","",""
402,68,"ECU","Ecuador",10,"Guayas",80,"El Empalme",402,"El Rosario",NA,"","Parroquia","Parish","",""
403,68,"ECU","Ecuador",10,"Guayas",80,"El Empalme",403,"Guayas",NA,"","Parroquia","Parish","",""
404,68,"ECU","Ecuador",10,"Guayas",80,"El Empalme",404,"Velasco Ibarra",NA,"","Parroquia","Parish","",""
405,68,"ECU","Ecuador",10,"Guayas",81,"General Antonio Elizalde",405,"Gnral. Antonio Elizalde",NA,"","Parroquia","Parish","",""
406,68,"ECU","Ecuador",10,"Guayas",82,"Guayaquil",406,"Guayaquil",NA,"","Parroquia","Parish","",""
407,68,"ECU","Ecuador",10,"Guayas",82,"Guayaquil",407,"Juan Gomez Rendon",NA,"","Parroquia","Parish","",""
408,68,"ECU","Ecuador",10,"Guayas",82,"Guayaquil",408,"Morro",NA,"","Parroquia","Parish","",""
409,68,"ECU","Ecuador",10,"Guayas",82,"Guayaquil",409,"Posorja",NA,"","Parroquia","Parish","",""
410,68,"ECU","Ecuador",10,"Guayas",82,"Guayaquil",410,"Puna",NA,"","Parroquia","Parish","",""
411,68,"ECU","Ecuador",10,"Guayas",82,"Guayaquil",411,"Tenguel",NA,"","Parroquia","Parish","",""
412,68,"ECU","Ecuador",10,"Guayas",83,"Lomas de Sargentillo",412,"Isidro Ayora",NA,"","Parroquia","Parish","",""
413,68,"ECU","Ecuador",10,"Guayas",83,"Lomas de Sargentillo",413,"Lomas de Sargentillo",NA,"","Parroquia","Parish","",""
414,68,"ECU","Ecuador",10,"Guayas",84,"Milagro",414,"Chobo",NA,"","Parroquia","Parish","",""
415,68,"ECU","Ecuador",10,"Guayas",84,"Milagro",415,"Mariscal Sucre",NA,"","Parroquia","Parish","",""
416,68,"ECU","Ecuador",10,"Guayas",84,"Milagro",416,"Milagro",NA,"","Parroquia","Parish","",""
417,68,"ECU","Ecuador",10,"Guayas",84,"Milagro",417,"Roberto Astudillo",NA,"","Parroquia","Parish","",""
418,68,"ECU","Ecuador",10,"Guayas",85,"Naranjal",418,"Jesus Maria",NA,"","Parroquia","Parish","",""
419,68,"ECU","Ecuador",10,"Guayas",85,"Naranjal",419,"Naranjal",NA,"","Parroquia","Parish","",""
420,68,"ECU","Ecuador",10,"Guayas",85,"Naranjal",420,"San Carlos",NA,"","Parroquia","Parish","",""
421,68,"ECU","Ecuador",10,"Guayas",85,"Naranjal",421,"Santa Rosa de Flandes",NA,"","Parroquia","Parish","",""
422,68,"ECU","Ecuador",10,"Guayas",85,"Naranjal",422,"Taura",NA,"","Parroquia","Parish","",""
423,68,"ECU","Ecuador",10,"Guayas",86,"Naranjito",423,"Naranjito",NA,"","Parroquia","Parish","",""
424,68,"ECU","Ecuador",10,"Guayas",87,"Nobol",424,"Narcisa de Jesus",NA,"","Parroquia","Parish","",""
425,68,"ECU","Ecuador",10,"Guayas",88,"Palestina",425,"Palestina",NA,"","Parroquia","Parish","",""
426,68,"ECU","Ecuador",10,"Guayas",89,"Pedro Carbo",426,"Pedro Carbo",NA,"","Parroquia","Parish","",""
427,68,"ECU","Ecuador",10,"Guayas",89,"Pedro Carbo",427,"Sabanilla",NA,"","Parroquia","Parish","",""
428,68,"ECU","Ecuador",10,"Guayas",89,"Pedro Carbo",428,"Valle de la Virgen",NA,"","Parroquia","Parish","",""
429,68,"ECU","Ecuador",10,"Guayas",90,"Playas",429,"General Villamil",NA,"","Parroquia","Parish","",""
430,68,"ECU","Ecuador",10,"Guayas",91,"Samborondón",430,"Samborondon",NA,"","Parroquia","Parish","",""
431,68,"ECU","Ecuador",10,"Guayas",91,"Samborondón",431,"Tarifa",NA,"","Parroquia","Parish","",""
432,68,"ECU","Ecuador",10,"Guayas",92,"San Jacinto de Yaguac",432,"Gral. Pedro J. Montero",NA,"","Parroquia","Parish","",""
433,68,"ECU","Ecuador",10,"Guayas",92,"San Jacinto de Yaguac",433,"San Jacinto de Yaguachi",NA,"","Parroquia","Parish","",""
434,68,"ECU","Ecuador",10,"Guayas",92,"San Jacinto de Yaguac",434,"Virgen de Fatima",NA,"","Parroquia","Parish","",""
435,68,"ECU","Ecuador",10,"Guayas",92,"San Jacinto de Yaguac",435,"Yaguachi Viejo",NA,"","Parroquia","Parish","",""
436,68,"ECU","Ecuador",10,"Guayas",93,"Santa Lucia",436,"Santa Lucia",NA,"","Parroquia","Parish","",""
437,68,"ECU","Ecuador",10,"Guayas",94,"Simon Bolivar",437,"Crnel. Lorenzo de Garaicoa",NA,"","Parroquia","Parish","",""
438,68,"ECU","Ecuador",10,"Guayas",94,"Simon Bolivar",438,"Simon Bolivar",NA,"","Parroquia","Parish","",""
439,68,"ECU","Ecuador",10,"Guayas",95,"Urbina Jado",439,"El Salitre",NA,"","Parroquia","Parish","",""
440,68,"ECU","Ecuador",10,"Guayas",95,"Urbina Jado",440,"Gral. Vernaza",NA,"","Parroquia","Parish","",""
441,68,"ECU","Ecuador",10,"Guayas",95,"Urbina Jado",441,"Junquillal",NA,"","Parroquia","Parish","",""
442,68,"ECU","Ecuador",10,"Guayas",95,"Urbina Jado",442,"La Victoria",NA,"","Parroquia","Parish","",""
443,68,"ECU","Ecuador",11,"Imbabura",96,"Antonio Ante",443,"Atuntaqui",NA,"","Parroquia","Parish","",""
444,68,"ECU","Ecuador",11,"Imbabura",96,"Antonio Ante",444,"Imbaya",NA,"","Parroquia","Parish","",""
445,68,"ECU","Ecuador",11,"Imbabura",96,"Antonio Ante",445,"San Fco. de Natabuela",NA,"","Parroquia","Parish","",""
446,68,"ECU","Ecuador",11,"Imbabura",96,"Antonio Ante",446,"San Jose de Chaltura",NA,"","Parroquia","Parish","",""
447,68,"ECU","Ecuador",11,"Imbabura",96,"Antonio Ante",447,"San Roque",NA,"","Parroquia","Parish","",""
448,68,"ECU","Ecuador",11,"Imbabura",97,"Cotacachi",448,"6 de Julio de Cuellaje",NA,"","Parroquia","Parish","",""
449,68,"ECU","Ecuador",11,"Imbabura",97,"Cotacachi",449,"Apuela",NA,"","Parroquia","Parish","",""
450,68,"ECU","Ecuador",11,"Imbabura",97,"Cotacachi",450,"Cotacachi",NA,"","Parroquia","Parish","",""
451,68,"ECU","Ecuador",11,"Imbabura",97,"Cotacachi",451,"Garcia Moreno",NA,"","Parroquia","Parish","",""
452,68,"ECU","Ecuador",11,"Imbabura",97,"Cotacachi",452,"Imantag",NA,"","Parroquia","Parish","",""
453,68,"ECU","Ecuador",11,"Imbabura",97,"Cotacachi",453,"Peñaherrera",NA,"","Parroquia","Parish","",""
