ID	sample.code	institution	catalog.number	pop.code	pop	transect	day	month	year	country	department	locality	lat	long	verbatim.elevation	bioclim.elevation	age	sex	mass	PC1.plumage
B72798.Huanuco.CarpaChavin	CA56b_CarpaChavin	LSUMZ	B-72798	12	CarpaChavin	720	1	July	2010	Peru	Huanuco	1 km W Carpa	-9.31418	-76.68034	3650	3728	a	f	25.1	7.313188551
B72799.Huanuco.CarpaChavin	CA57b_CarpaChavin	LSUMZ	B-72799	12	CarpaChavin	720	1	July	2010	Peru	Huanuco	1 km W Carpa	-9.31418	-76.68034	3650	3728	a	f	28.1	6.071895919
B72800.Huanuco.CarpaChavin	CA58_CarpaChavin	LSUMZ	B-72800	12	CarpaChavin	720	1	July	2010	Peru	Huanuco	1 km W Carpa	-9.31418	-76.68034	3650	3728	a	m	27.1	5.564177779
B72801.Huanuco.CarpaChavin	CA59_CarpaChavin	LSUMZ	B-72801	12	CarpaChavin	720	1	July	2010	Peru	Huanuco	1 km W Carpa	-9.31418	-76.68034	3650	3728	a	m	29.7	6.121546018
LSU113559.Huanuco.CarpaChavin	NA	LSUMZ		12	CarpaChavin	720	22	Jul	1983	Peru	Huanuco	Quebrada Huamash, 4 km by road NW Nuevas Flores (Cullquish), 3175m	-9.383	-76.702	3175	3950	a	f	27	NA
B72793.Huanuco.CarpaChavin	CA51_CarpaChavin	LSUMZ	B-72793	12	CarpaChavin	720	30	June	2010	Peru	Huanuco	2 km NE Chavin de Pariarca	-9.4095	-76.76423	3500	3549	a	m	28	5.679307333
B72794.Huanuco.CarpaChavin	CA52b_CarpaChavin	LSUMZ	B-72794	12	CarpaChavin	720	30	June	2010	Peru	Huanuco	2 km NE Chavin de Pariarca	-9.4095	-76.76423	3500	3549	j	f	25.3	NA
B72795.Huanuco.CarpaChavin	CA53_CarpaChavin	LSUMZ	B-72795	12	CarpaChavin	720	30	June	2010	Peru	Huanuco	2 km NE Chavin de Pariarca	-9.4095	-76.76423	3500	3549	a	f	27.4	5.238322615
B72802.Huanuco.CarpaChavin	CA60_CarpaChavin	LSUMZ	B-72802	12	CarpaChavin	720	2	July	2010	Peru	Huanuco	2 km NE Chavin de Pariarca	-9.4095	-76.76423	3500	3549	a	m	28.7	7.813241982
B72803.Huanuco.CarpaChavin	CA61_CarpaChavin	LSUMZ	B-72803	12	CarpaChavin	720	2	July	2010	Peru	Huanuco	2 km NE Chavin de Pariarca	-9.4095	-76.76423	3500	3549	a	m	27.8	3.947248728
B72804.Huanuco.CarpaChavin	CA62_CarpaChavin	LSUMZ	B-72804	12	CarpaChavin	720	2	July	2010	Peru	Huanuco	2 km NE Chavin de Pariarca	-9.4095	-76.76423	3500	3549	a	f	25.1	6.365335205
B72805.Huanuco.CarpaChavin	CA63_CarpaChavin	LSUMZ	B-72805	12	CarpaChavin	720	2	July	2010	Peru	Huanuco	2 km NE Chavin de Pariarca	-9.4095	-76.76423	3500	3549	j	f	19.2	NA
B72788.Huanuco.Chavinillo	CA46_Chavinillo	LSUMZ	B-72788	13	Chavinillo	770	29	June	2010	Peru	Huanuco	Chilcarajaray, 2.56 km N Chavinillo	-9.8332	-76.6055	3700	3826	a	m	28	6.190730778
B72789.Huanuco.Chavinillo	CA47b_Chavinillo	LSUMZ	B-72789	13	Chavinillo	770	29	June	2010	Peru	Huanuco	Chilcarajaray, 2.56 km N Chavinillo	-9.8332	-76.6055	3700	3826	a	f	28.9	4.204176924
B72790.Huanuco.Chavinillo	CA48_Chavinillo	LSUMZ	B-72790	13	Chavinillo	770	29	June	2010	Peru	Huanuco	Chilcarajaray, 2.56 km N Chavinillo	-9.8332	-76.6055	3700	3826	j	m	23.3	NA
B72791.Huanuco.Chavinillo	CA49b_Chavinillo	LSUMZ	B-72791	13	Chavinillo	770	29	June	2010	Peru	Huanuco	San Juan de Jaranapatay, 2.23 km NE Chavinillo	-9.8391	-76.59653	3550	3390	j	m	27.6	NA
B72792.Huanuco.Chavinillo	CA50_Chavinillo	LSUMZ	B-72792	13	Chavinillo	770	29	June	2010	Peru	Huanuco	San Juan de Jaranapatay, 2.23 km NE Chavinillo	-9.8391	-76.59653	3550	3390	a	m	31	4.645154601
LSU73997.Huanuco.Acomayo	NA	LSUMZ		14	Carpish	791	12	Jun	1973	Peru	Huanuco	Base of Bosque Zapatagocha above Acomayo, 8700'	-9.722942	-76.083917	2652	2914	a	f	26	NA
LSU73998.Huanuco.Acomayo	NA	LSUMZ		14	Carpish	791	12	Jun	1973	Peru	Huanuco	Base of Bosque Zapatagocha above Acomayo	-9.722942	-76.083917	NA	2914	a	m	26	NA
LSU74000.Huanuco.Acomayo	NA	LSUMZ		14	Carpish	791	5	Jun	1973	Peru	Huanuco	Base of Bosque Zapatagocha above Acomayo	-9.722942	-76.083917	2652	2914	a	m	32	NA
LSU74002.Huanuco.Acomayo	NA	LSUMZ		14	Carpish	791	5	Jun	1973	Peru	Huanuco	Base of Bosque Zapatagocha above Acomayo 8700'	-9.722942	-76.083917	2652	2914	a	f	30	NA
LSU74003.Huanuco.Acomayo	NA	LSUMZ		14	Carpish	791	12	Jun	1973	Peru	Huanuco	Base of Bosque Zapatagocha above Acomayo, 8700'	-9.722942	-76.083917	2652	2914	a	f	25	NA
LSU74004.Huanuco.Acomayo	NA	LSUMZ		14	Carpish	791	11	Jun	1973	Peru	Huanuco	Base of Bosque Zapatagocha above Acomayo 8700'	-9.722942	-76.083917	2652	2914	a	f	30	NA
LSU74005.Huanuco.Acomayo	NA	LSUMZ		14	Carpish	791	28	Jun	1973	Peru	Huanuco	Base of Bosque Zapatagocha above Acomayo, 8350'	-9.722942	-76.083917	2545	2914	a	f	NA	NA
B72763.Huanuco.Acomayo	NA	LSUMZ		14	Carpish	791	19	June	2010	Peru	Huanuco	Cerro Tinyahuayan, 5 km NNE Acomayo	-9.750429	-76.067421	2900	2825	a	f	28	NA
B72764.Huanuco.Acomayo	NA	LSUMZ		14	Carpish	791	19	June	2010	Peru	Huanuco	Cerro Tinyahuayan, 5 km NNE Acomayo	-9.750429	-76.067421	2900	2825	a	m	29.9	NA
B72765.Huanuco.Acomayo	NA	LSUMZ		14	Carpish	791	19	June	2010	Peru	Huanuco	Cerro Tinyahuayan, 5 km NNE Acomayo	-9.750429	-76.067421	2900	2825	a	f	28.7	NA
B72761.Huanuco.Acomayo	CA19b_Acomayo	LSUMZ	B-72761	14	Carpish	791	18	June	2010	Peru	Huanuco	Mayobamba alta, 1 km W Mayobamba	-9.75282	-76.10493	2891	2805	a	f	26.6	4.595327523
B72762.Huanuco.Acomayo	CA20b_Acomayo	LSUMZ	B-72762	14	Carpish	791	18	June	2010	Peru	Huanuco	Mayobamba alta, 1 km W Mayobamba	-9.75282	-76.10493	2891	2805	a	m	30.9	4.644514769
B72766.Huanuco.Mitotambo	CA24b_Mitotambo	LSUMZ	B-72766	14	Carpish	791	22	June	2010	Peru	Huanuco	Rincon, 2 km N Mitotambo	-9.87417	-76.42155	3200	3350	a	m	29.4	3.609554796
B72767.Huanuco.Mitotambo	CA25b_Mitotambo	LSUMZ	B-72767	14	Carpish	791	22	June	2010	Peru	Huanuco	Rincon, 2 km N Mitotambo	-9.87417	-76.42155	3200	3350	a	f	NA	NA
B72768.Huanuco.Mitotambo	CA26_Mitotambo	LSUMZ	B-72768	14	Carpish	791	22	June	2010	Peru	Huanuco	Rincon, 2 km N Mitotambo	-9.87417	-76.42155	3200	3350	a	m	27.3	3.592279638
B72769.Huanuco.Mitotambo	CA27b_Mitotambo	LSUMZ	B-72769	14	Carpish	791	22	June	2010	Peru	Huanuco	Rincon, 2 km N Mitotambo	-9.87417	-76.42155	3200	3350	a	f	29.2	NA
B72770.Huanuco.Mitotambo	CA28b_Mitotambo	LSUMZ	B-72770	14	Carpish	791	22	June	2010	Peru	Huanuco	Rincon, 2 km N Mitotambo	-9.87417	-76.42155	3200	3350	j	f	23.7	NA
B72771.Huanuco.Mitotambo	CA29b_Mitotambo	LSUMZ	B-72771	14	Carpish	791	22	June	2010	Peru	Huanuco	Rincon, 2 km N Mitotambo	-9.87417	-76.42155	3200	3350	j	m	25.5	NA
B72772.Huanuco.Mitotambo	CA30b_Mitotambo	LSUMZ	B-72772	14	Carpish	791	23	June	2010	Peru	Huanuco	Rincon, 2 km N Mitotambo	-9.87417	-76.42155	3200	3350	a	m	28.5	3.576239009
B72773.Huanuco.Mitotambo	CA31b_Mitotambo	LSUMZ	B-72773	14	Carpish	791	23	June	2010	Peru	Huanuco	Rincon, 2 km N Mitotambo	-9.87417	-76.42155	3200	3350	a	m	28	2.091073667
B72774.Huanuco.Mitotambo	CA32b_Mitotambo	LSUMZ	B-72774	14	Carpish	791	23	June	2010	Peru	Huanuco	Rincon, 2 km N Mitotambo	-9.87417	-76.42155	3200	3350	a	f	27.7	5.337853936
B72775.Huanuco.Mitotambo	CA33b_Mitotambo	LSUMZ	B-72775	14	Carpish	791	23	June	2010	Peru	Huanuco	Rincon, 2 km N Mitotambo	-9.87417	-76.42155	3200	3350	a	f	28.9	NA
B72753.Pasco.LaQuinua	CA11b_LaQuinua	LSUMZ	B-72753	15	LaQuinua	868	15	June	2010	Peru	Pasco	hills 1 km E La Quinua	-10.61816	-76.17191	3780	3832	a	f	27.6	7.082000407
B72754.Pasco.LaQuinua	CA12_LaQuinua	LSUMZ	B-72754	15	LaQuinua	868	15	June	2010	Peru	Pasco	hills 1 km E La Quinua	-10.61816	-76.17191	3780	3832	a	m	29.3	6.353018511
B72755.Pasco.LaQuinua	CA13b_LaQuinua	LSUMZ	B-72755	15	LaQuinua	868	15	June	2010	Peru	Pasco	hills 1 km E La Quinua	-10.61816	-76.17191	3780	3832	a	f	29.8	NA
B72756.Pasco.LaQuinua	CA14b_LaQuinua	LSUMZ	B-72756	15	LaQuinua	868	15	June	2010	Peru	Pasco	hills 1 km E La Quinua	-10.61816	-76.17191	3780	3832	a	m	30.7	6.856055624
B72757.Pasco.LaQuinua	CA15b_LaQuinua	LSUMZ	B-72757	15	LaQuinua	868	15	June	2010	Peru	Pasco	hills 1 km E La Quinua	-10.61816	-76.17191	3780	3832	a	f	30.3	4.971193052
B72758.Pasco.LaQuinua	CA16b_LaQuinua	LSUMZ	B-72758	15	LaQuinua	868	16	June	2010	Peru	Pasco	hills 1 km E La Quinua	-10.61816	-76.17191	3780	3832	a	m	30	6.66046736
B72759.Pasco.LaQuinua	CA17b_LaQuinua	LSUMZ	B-72759	15	LaQuinua	868	16	June	2010	Peru	Pasco	hills 1 km E La Quinua	-10.61816	-76.17191	3780	3832	a	m	28.7	5.939363976
B72760.Pasco.LaQuinua	CA18_LaQuinua	LSUMZ	B-72760	15	LaQuinua	868	16	June	2010	Peru	Pasco	hills 1 km E La Quinua	-10.61816	-76.17191	3780	3832	a	m	30.1	4.952802496
LSU78306.Pasco.LaQuinua	NA	LSUMZ		15	LaQuinua	868	30	Jun	1974	Peru	Pasco	Polylepis woods below Cerro de Pasco	-10.61816	-76.17191	3700	3832	a	f	30	NA
B72812.Ancash.Macate	CA70b_Macate	LSUMZ	B-72812	16	Macate	583	12	July	2010	Peru	Ancash	Macate	-8.74132	-78.05166	3326	3546	a	m	27	-2.612179954
B72813.Ancash.Macate	CA71_Macate	LSUMZ	B-72813	16	Macate	583	12	July	2010	Peru	Ancash	Macate	-8.74132	-78.05166	3326	3546	a	f	21.6	-2.648903953
NK_173870	CA10nm_Macate	MSB	173870	16	Macate	583	20	May	2011	Peru	Ancash	Macate	-8.74247	-78.0407	3740	3629	a	m	23.49	NA
B72815.Ancash.Macate	CA73_Macate	LSUMZ	B-72815	16	Macate	583	12	July	2010	Peru	Ancash	Macate	-8.74308	-78.03952	3713	3629	a	f	24.9	-3.586985669
B72814.Ancash.Macate	CA72b_Macate	LSUMZ	B-72814	16	Macate	583	12	July	2010	Peru	Ancash	Macate	-8.74496	-78.04255	3613	3445	a	f	23.9	-4.616494993
B72806.Ancash.Macate	CA64b_Macate	LSUMZ	B-72806	16	Macate	583	10	July	2010	Peru	Ancash	Macate	-8.75478	-78.04845	2950	3111	a	m	22.7	-4.418659568
B72807.Ancash.Macate	CA65_Macate	LSUMZ	B-72807	16	Macate	583	10	July	2010	Peru	Ancash	Macate	-8.75478	-78.04845	2950	3111	a	?	20.7	-4.181140024
B72808.Ancash.Macate	CA66_Macate	LSUMZ	B-72808	16	Macate	583	11	July	2010	Peru	Ancash	Macate	-8.75478	-78.04845	2950	3111	a	m	21.7	NA
B72809.Ancash.Macate	CA67b_Macate	LSUMZ	B-72809	16	Macate	583	10	July	2010	Peru	Ancash	Macate	-8.75478	-78.04845	2950	3111	a	f	20.7	-3.060890919
B72810.Ancash.Macate	CA68_Macate	LSUMZ	B-72810	16	Macate	583	12	July	2010	Peru	Ancash	Macate	-8.75478	-78.04845	2950	3111	a	f	22.6	-3.687944543
B72811.Ancash.Macate	CA69_Macate	LSUMZ	B-72811	16	Macate	583	12	July	2010	Peru	Ancash	Macate	-8.75478	-78.04845	2950	3111	a	m	20.8	-4.434583925
NK_171570	CA2nm_Macate	MSB	171570	16	Macate	583	9	July	2010	Peru	Ancash	Macate	-8.75478	-78.04845	2972	3111	a	m	20	NA
B72888.Ancash.Macate	NA	LSUMZ		16	Macate	583	10	July	2010	Peru	Ancash	Macate	-8.75478	-78.04845	2950	3111	a	f	24.3	NA
B72910.Ancash.Pacar	CA167_Pacar	LSUMZ	B-72910	17	Pacar	741	22	August	2011	Peru	Ancash	Pacar, 2.6 km. NW Marca	-10.072	-77.494	2912	2993	a	m	18.4	NA
B72909.Ancash.Pacar	CA166_Pacar	LSUMZ	B-72909	17	Pacar	741	22	August	2011	Peru	Ancash	Pacar, 2.6 km. NW Marca	-10.074	-77.494	2913	2993	a	m	NA	NA
B72911.Ancash.Pacar	CA168_Pacar	LSUMZ	B-72911	17	Pacar	741	22	August	2011	Peru	Ancash	Pacar, 2.6 km. NW Marca	-10.074	-77.496	2704	2993	a	m	18.8	NA
B72912.Ancash.Pacar	CA169a_Pacar	LSUMZ	B-72912	17	Pacar	741	22	August	2011	Peru	Ancash	Pacar, 2.6 km. NW Marca	-10.074	-77.496	2704	2993	a	m	18.8	NA
B72907.Ancash.Pacar	CA164_Pacar	LSUMZ	B-72907	17	Pacar	741	22	August	2011	Peru	Ancash	Pacar, 2.6 km. NW Marca	-10.075	-77.494	2916	2888	a	m	17.9	NA
B72908.Ancash.Pacar	CA165_Pacar	LSUMZ	B-72908	17	Pacar	741	22	August	2011	Peru	Ancash	Pacar, 2.6 km. NW Marca	-10.075	-77.494	2916	2888	a	f	17.5	NA
B72906.Ancash.Pacar	CA163a_Pacar	LSUMZ	B-72906	17	Pacar	741	22	August	2011	Peru	Ancash	Pacar, 2.6 km. NW Marca	-10.078	-77.495	2913	2888	a	f	18.2	NA
B72904.Ancash.Pacar	CA161a_Pacar	LSUMZ	B-72904	17	Pacar	741	22	August	2011	Peru	Ancash	Pacar, 2.6 km. NW Marca	-10.079	-77.498	2759	2888	a	m	18.2	NA
B72905.Ancash.Pacar	CA162_Pacar	LSUMZ	B-72905	17	Pacar	741	22	August	2011	Peru	Ancash	Pacar, 2.6 km. NW Marca	-10.079	-77.496	2885	2888	j	m	15.2	NA
FMNH_391891	CA177_Quichas	FMNH	391891	18	Quichas	829	8	Jul	1998	Lima	Oyon	Quichas	-10.55	-76.7667	4200	4224	u	m	NA	NA
B72778.Lima.Quichas	CA36_Quichas	LSUMZ	B-72778	18	Quichas	829	26	June	2010	Peru	Lima	2 km NNE Quichas	-10.5635	-76.7579	4300	4344	a	f	19.9	6.457321302
B72779.Lima.Quichas	CA37b_Quichas	LSUMZ	B-72779	18	Quichas	829	26	June	2010	Peru	Lima	2 km NNE Quichas	-10.5635	-76.7579	4300	4344	a	m	20.9	6.017075361
B72776.Lima.Quichas	CA34b_Quichas	LSUMZ	B-72776	18	Quichas	829	26	June	2010	Peru	Lima	2 km NNE Quichas	-10.56675	-76.75586	4100	4273	a	f	19.1	4.570723205
B72777.Lima.Quichas	CA35b_Quichas	LSUMZ	B-72777	18	Quichas	829	26	June	2010	Peru	Lima	2 km NNE Quichas	-10.56675	-76.75586	4100	4273	a	m	21.4	6.31348113
B72782.Lima.Quichas	CA40b_Quichas	LSUMZ	B-72782	18	Quichas	829	27	June	2010	Peru	Lima	2 km NNE Quichas	-10.56789	-76.75635	4060	4273	j	m	18.8	NA
B72783.Lima.Quichas	CA41_Quichas	LSUMZ	B-72783	18	Quichas	829	27	June	2010	Peru	Lima	2 km NNE Quichas	-10.56789	-76.75635	4060	4273	j	f	17.6	NA
B72784.Lima.Quichas	CA42_Quichas	LSUMZ	B-72784	18	Quichas	829	27	June	2010	Peru	Lima	2 km NNE Quichas	-10.56789	-76.75635	4060	4273	a	m	19.6	NA
B72785.Lima.Quichas	CA43b_Quichas	LSUMZ	B-72785	18	Quichas	829	27	June	2010	Peru	Lima	2 km NNE Quichas	-10.56789	-76.75635	4060	4273	a	f	19.7	3.431710184
B72786.Lima.Quichas	CA44b_Quichas	LSUMZ	B-72786	18	Quichas	829	27	June	2010	Peru	Lima	2 km NNE Quichas	-10.56789	-76.75635	4060	4273	j	m	19	NA
B72787.Lima.Quichas	CA45_Quichas	LSUMZ	B-72787	18	Quichas	829	27	June	2010	Peru	Lima	2 km NNE Quichas	-10.56789	-76.75635	4060	4273	a	m	19.7	NA
B72780.Lima.Quichas	CA38b_Quichas	LSUMZ	B-72780	18	Quichas	829	26	June	2010	Peru	Lima	2 km NNE Quichas	-10.56875	-76.75785	4050	4273	a	m	21.1	4.816506486
B72781.Lima.Quichas	CA39b_Quichas	LSUMZ	B-72781	18	Quichas	829	27	June	2010	Peru	Lima	2 km NNE Quichas	-10.569925	-76.756596	4060	4273	a	f	19.4	5.256430661
FMNH_391884	CA170_Quichas	FMNH	391884	18	Quichas	829	9	Sep	1998	Lima	Oyon	Maticuna	-10.65	-76.8333	3990	4410	u	m	NA	NA
FMNH_391885	CA171_Quichas	FMNH	391885	18	Quichas	829	10	Sep	1998	Lima	Oyon	Maticuna	-10.65	-76.8333	3990	4410	u	NA	NA	NA
FMNH_391887	CA173_Quichas	FMNH	391887	18	Quichas	829	12	Sep	1998	Lima	Oyon	Maticuna	-10.65	-76.8333	3990	4410	u	f	NA	NA
B72889.Lima.Huamatanga	CA146a_Huamatanga	LSUMZ	B-72889	19	Huamatanga	921	19	August	2011	Peru	Lima	km. 17 between San Jose and Huamantagna, 5.5 km. W San Jose	-11.515	-76.729	3245	3241	a	m	21.9	NA
B72891.Lima.Huamatanga	NA	LSUMZ		19	Huamatanga	921	19	August	2011	Peru	Lima	km. 17 between San Jose and Huamantagna, 5.5 km. W San Jose	-11.516	-76.726	3150	3241	a	m	20.9	NA
B72892.Lima.Huamatanga	CA149_Huamatanga	LSUMZ	B-72892	19	Huamatanga	921	19	August	2011	Peru	Lima	km. 17 between San Jose and Huamantagna, 5.5 km. W San Jose	-11.519	-76.723	3055	2764	a	f	21	NA
LSU86070.Ancash.Pariacoto	NA	LSUMZ		20	Pariacoto	NA	19	Nov	1977	Peru	Ancash	31 km (by rd.) E Pariacoto, elev 9000'	-9.516	-77.764	2743	2621	a	m	19	NA
LSU86071.Ancash.Pariacoto	NA	LSUMZ		20	Pariacoto	NA	19	Nov	1977	Peru	Ancash	31 km (by rd.) E Pariacoto, elev 9000'	-9.516	-77.764	2743	2621	a	m	16	NA
LSU86072.Ancash.Pariacoto	NA	LSUMZ		20	Pariacoto	NA	20	Nov	1977	Peru	Ancash	31 km (by rd.) E Pariacoto, elev 9000'	-9.516	-77.764	2743	2621	a	m	18	NA
LSU86073.Ancash.Pariacoto	NA	LSUMZ		20	Pariacoto	NA	19	Nov	1977	Peru	Ancash	31 km (by rd.) E Pariacoto, elev 9000'	-9.516	-77.764	2743	2621	a	f	15	NA
LSU97657.Ancash.SanDamien	NA	LSUMZ		21	SanDamien	NA	27	Apr	1980	Peru	Ancash	slopes W San Damian, 64 road km E Huarmey	-9.85255	-77.784601	2100	2659	a	u	18	NA
LSU97658.Ancash.SanDamien	NA	LSUMZ		21	SanDamien	NA	28	Apr	1980	Peru	Ancash	slopes W San Damian, 64 road km E Huarmey	-9.85255	-77.784601	2100	2659	a	m	22	NA
LSU34652.Lima.Zarate	NA	LSUMZ		22	Zarate	NA	2	Nov	1964	Peru	Lima	San Bartolome, woods of Z_rate, 2900m	-11.88	-76.45	2900	2458	a	m	NA	NA
LSU34651.Lima.Zarate	NA	LSUMZ		22	Zarate	NA	2	Nov	1964	Peru	Lima	San Bartolome, woods of Z_rate, 2900m	-11.910161	-76.424542	2900	3222	a	u	NA	NA
